stock_code,country,revenue,quantity,transactions
21399,Malta,12.6,6,1
22149,Singapore,12.6,6,1
85038,Korea,12.6,6,1
90209A,France,12.6,6,1
22212,Lithuania,12.6,6,1
22702,Channel Islands,12.6,6,1
90125B,Switzerland,12.6,6,1
85088,Sweden,12.6,6,1
22518,Portugal,12.6,6,1
21398,Austria,12.6,6,1
22746,Portugal,12.6,6,1
21865,Thailand,12.6,6,1
22745,Norway,12.6,6,1
22517,Germany,12.6,6,1
22212,Cyprus,12.6,6,1
21307,Germany,12.6,6,1
47592B,EIRE,12.6,6,1
85020,EIRE,12.6,6,1
35809B,Finland,12.6,6,1
22748,Australia,12.6,6,1
22145,Germany,12.6,6,1
21155,United Arab Emirates,12.6,6,1
21392,EIRE,12.6,6,1
85038,France,12.6,6,1
90209A,EIRE,12.6,6,1
90108,EIRE,12.6,12,1
21562,Switzerland,12.6,6,1
85088,France,12.6,6,1
22694,Singapore,12.6,6,1
20752,USA,12.6,6,1
16235,Switzerland,12.6,60,1
20622,France,12.6,6,1
20616,Thailand,12.6,6,1
47568,Thailand,12.6,6,1
20864,Germany,12.6,6,1
21191,EIRE,12.6,6,1
47568,Sweden,12.6,6,1
21392,Sweden,12.6,6,1
22149,Sweden,12.6,6,1
22899,Unspecified,12.6,6,1
20618,EIRE,12.6,6,1
22965,Sweden,12.6,6,1
21414,Cyprus,12.6,6,1
84817,Norway,12.6,6,1
22745,Poland,12.6,6,1
21536,United Arab Emirates,12.6,6,1
22514,Germany,12.6,6,1
21896,Australia,12.6,6,1
17011F,Unspecified,12.6,6,1
21155,Cyprus,12.6,6,1
22745,Portugal,12.6,6,1
85053,Greece,12.6,6,1
22956,Switzerland,12.6,6,1
20754,Cyprus,12.6,6,1
21157,Portugal,12.6,6,1
21051,Cyprus,12.6,6,1
21532,EIRE,12.6,6,1
21427,Spain,12.6,6,2
21157,EIRE,12.6,6,1
21750,France,12.6,6,1
35810B,Belgium,12.6,6,1
22899,Greece,12.6,6,1
47599A,RSA,12.6,6,1
21392,Finland,12.6,6,1
22747,Australia,12.6,6,1
20752,Finland,12.6,6,1
35924,Canada,12.6,6,1
22145,Italy,12.6,6,1
47599A,Poland,12.6,6,1
21392,Malta,12.6,6,1
22899,Austria,12.6,6,1
20752,Poland,12.6,6,1
22955,Norway,12.6,6,1
23323,France,12.6,6,1
22277,Israel,12.6,6,1
22694,Poland,12.6,6,1
22746,Poland,12.6,6,1
22664,Germany,12.6,6,2
22694,Finland,12.6,6,1
47568,Finland,12.6,6,1
20619,Netherlands,12.6,6,1
22149,Malta,12.6,6,1
22518,Finland,12.6,6,1
22519,Lithuania,12.6,6,1
22514,Italy,12.6,6,1
22518,Italy,12.6,6,1
22517,Italy,12.6,6,1
22965,Italy,12.6,6,1
35809A,Portugal,12.6,6,1
22964,Sweden,12.6,6,1
84817,Canada,12.6,6,1
85053,Austria,12.6,6,1
21012,Norway,12.6,6,1
22956,Austria,12.6,6,1
22694,Norway,12.6,6,1
22277,Greece,12.6,6,1
35810B,Lebanon,12.6,6,1
20617,Bahrain,12.6,6,1
47599A,Finland,12.6,6,1
20617,Spain,12.6,6,1
35924,France,12.6,6,1
22964,Portugal,12.6,6,1
22280,USA,12.6,6,1
84937,Belgium,12.6,6,1
22280,Thailand,12.6,6,1
22149,Italy,12.6,6,1
23323,Germany,12.6,6,1
20831,Malta,12.6,6,1
85032A,EIRE,12.6,6,1
22141,Italy,12.6,6,1
84927F,EIRE,12.6,6,1
47599A,Hong Kong,12.6,6,1
79190B,Germany,12.6,30,2
22277,Channel Islands,12.6,6,1
22746,Norway,12.6,6,1
22277,Switzerland,12.6,6,1
84817,Portugal,12.6,6,1
85088,Hong Kong,12.6,6,1
20871,EIRE,12.6,6,1
90128C,United Kingdom,12.55,6,6
84206A,United Kingdom,12.54,66,8
90128B,United Kingdom,12.52,8,7
51012L,United Kingdom,12.5,10,6
21221,EIRE,12.5,10,1
22053,Norway,12.5,10,1
21219,Belgium,12.5,10,1
22685,Cyprus,12.5,10,1
22680,Netherlands,12.5,10,1
22683,Cyprus,12.5,10,1
22680,Cyprus,12.5,10,1
22478,Cyprus,12.5,10,1
21025,Cyprus,12.5,10,1
22685,Netherlands,12.5,10,1
20677,Cyprus,12.5,10,2
20730,Australia,12.5,10,1
20717,Greece,12.5,10,1
22053,Poland,12.5,10,1
21114,Thailand,12.5,10,1
21222,Belgium,12.5,10,1
23069,EIRE,12.5,2,1
22479,France,12.5,10,1
20717,Austria,12.5,10,1
20716,EIRE,12.5,10,1
22479,Sweden,12.5,10,1
22684,Israel,12.5,10,1
22682,Israel,12.5,10,1
22679,Israel,12.5,10,1
21222,Spain,12.5,10,1
84510A,Cyprus,12.5,10,1
21025,Netherlands,12.5,10,1
21070,France,12.5,10,2
20718,Sweden,12.5,10,1
21223,RSA,12.5,10,1
22683,Netherlands,12.5,10,1
20961,Austria,12.5,10,1
23104,Spain,12.5,1,1
23094,Portugal,12.5,1,1
23069,Portugal,12.5,2,1
20963,Finland,12.5,10,1
20730,Greece,12.5,10,1
23017,Germany,12.5,1,1
23020,Italy,12.5,1,1
20716,Italy,12.5,10,1
22679,Netherlands,12.5,10,1
10134,Italy,12.5,10,1
22477,France,12.5,10,1
22254,Spain,12.5,10,1
21032,Cyprus,12.5,10,1
21027,Cyprus,12.5,10,1
22682,Cyprus,12.5,10,1
22525,Spain,12.5,10,1
22676,Poland,12.5,10,1
20718,RSA,12.5,10,1
22684,Netherlands,12.5,10,1
20729,Germany,12.5,10,1
21027,Japan,12.5,10,1
47559B,Austria,12.5,10,1
20966,Netherlands,12.5,10,1
22685,Israel,12.5,10,1
21114,Poland,12.5,10,1
22683,Israel,12.5,10,1
22680,Israel,12.5,10,1
20717,Belgium,12.5,10,1
23108,Israel,12.5,2,1
21154,Israel,12.5,10,1
20961,Cyprus,12.5,10,1
21026,Germany,12.5,10,1
20729,EIRE,12.5,10,1
23065,Spain,12.5,1,1
21032,Japan,12.5,10,1
21220,Lithuania,12.5,10,1
21154,Iceland,12.5,10,1
84915,Poland,12.5,10,1
22678,Poland,12.5,10,1
22525,Lithuania,12.5,10,1
35918B,United Kingdom,12.5,10,5
22478,Switzerland,12.5,10,1
20960,EIRE,12.5,10,1
22677,Poland,12.5,10,1
21026,Sweden,12.5,10,1
22053,EIRE,12.5,10,1
21591,Portugal,12.5,10,1
22525,Cyprus,12.5,10,1
22684,Cyprus,12.5,10,1
20963,Portugal,12.5,10,1
22679,Cyprus,12.5,10,1
23108,Greece,12.5,2,1
22477,Sweden,12.5,10,1
23020,Portugal,12.5,1,1
20961,Belgium,12.5,10,1
23065,Belgium,12.5,1,1
22683,Poland,12.5,10,1
22791,Switzerland,12.5,10,2
20731,Australia,12.5,10,1
21220,France,12.5,10,1
21224,RSA,12.5,10,1
47341A,EIRE,12.5,10,1
47559B,Hong Kong,12.5,10,1
23108,Finland,12.5,2,1
23111,Netherlands,12.5,1,1
20963,Cyprus,12.5,10,1
22478,Poland,12.5,10,1
22478,RSA,12.5,10,1
21219,Finland,12.5,10,1
23400,Germany,12.5,2,1
23108,Norway,12.5,2,1
22676,Israel,12.5,10,1
20961,Canada,12.5,10,1
22677,Israel,12.5,10,1
22678,Israel,12.5,10,1
20716,Iceland,12.5,10,1
21154,Italy,12.5,10,1
20730,Germany,12.5,10,1
21026,Cyprus,12.5,10,1
23481,France,12.5,10,1
10135,France,12.5,10,1
23212,Spain,12.5,10,1
84743C,United Kingdom,12.5,10,6
22681,Cyprus,12.5,10,1
84510A,Finland,12.5,10,1
22681,Netherlands,12.5,10,1
22525,Sweden,12.5,10,1
20961,Portugal,12.5,10,1
20963,Netherlands,12.5,10,1
22680,Poland,12.5,10,1
21114,Channel Islands,12.5,10,1
21154,Poland,12.5,10,1
20966,Canada,12.5,10,1
20717,Portugal,12.5,10,1
21220,West Indies,12.5,10,1
22525,Portugal,12.5,10,1
23020,European Community,12.5,1,1
21031,Cyprus,12.5,10,1
21154,Malta,12.5,10,1
23211,Spain,12.5,10,1
47559B,Thailand,12.5,10,1
21028,Sweden,12.5,10,1
84984D,EIRE,12.5,10,1
10135,Italy,12.5,10,1
22478,France,12.5,10,1
20717,Italy,12.5,10,1
35921,Spain,12.5,10,1
22524,Spain,12.5,10,1
22524,Cyprus,12.5,10,1
84510B,Germany,12.5,10,1
10135,Norway,12.5,10,1
22677,Cyprus,12.5,10,1
84510A,Portugal,12.5,10,1
21030,Netherlands,12.5,10,1
20960,Austria,12.5,10,1
10134,Cyprus,12.5,10,1
20676,Cyprus,12.5,10,2
84984A,Netherlands,12.5,10,1
23401,Germany,12.5,2,1
21030,Japan,12.5,10,1
23094,Belgium,12.5,1,1
22678,Netherlands,12.5,10,1
84510A,Thailand,12.5,10,1
84510A,Sweden,12.5,10,1
21224,Sweden,12.5,10,1
21030,Cyprus,12.5,10,1
23108,Singapore,12.5,2,1
21826,Germany,12.5,10,1
23108,Sweden,12.5,2,1
20960,United Arab Emirates,12.5,10,1
23094,Spain,12.5,1,1
84510C,EIRE,12.5,10,1
22684,Poland,12.5,10,1
47559B,USA,12.5,10,1
21224,West Indies,12.5,10,1
22676,Cyprus,12.5,10,1
22678,Cyprus,12.5,10,1
21026,United Arab Emirates,12.5,10,1
22679,Poland,12.5,10,1
21221,Lithuania,12.5,10,1
23427,Spain,12.5,1,1
22681,Israel,12.5,10,1
23241,Canada,12.48,6,1
23242,Canada,12.48,6,1
23242,EIRE,12.48,6,1
23074,Norway,12.48,6,1
23513,Denmark,12.48,6,1
23515,Denmark,12.48,6,1
23512,Spain,12.48,6,1
23514,Spain,12.48,6,1
23559,Australia,12.48,6,1
23511,Switzerland,12.48,6,1
23515,Finland,12.48,6,1
23027,Germany,12.48,6,1
23026,Germany,12.48,6,1
23552,Iceland,12.48,6,1
23392,EIRE,12.48,6,1
23074,EIRE,12.48,6,1
23515,USA,12.48,6,1
23511,Belgium,12.48,6,1
23512,Switzerland,12.48,6,1
23242,Denmark,12.48,6,1
23339,EIRE,12.48,6,1
23241,Norway,12.48,6,1
23335,EIRE,12.48,6,1
23027,France,12.48,6,1
23559,Belgium,12.48,6,1
23026,France,12.48,6,1
23512,Denmark,12.48,6,1
23515,Spain,12.48,6,1
23408,Spain,12.48,6,1
23337,EIRE,12.48,6,1
23242,Channel Islands,12.48,6,1
23513,Belgium,12.48,6,1
23348,Sweden,12.48,6,1
23511,Portugal,12.48,6,1
23338,EIRE,12.48,6,1
23514,Italy,12.48,6,1
23241,Channel Islands,12.48,6,1
23515,Belgium,12.48,6,1
23025,Germany,12.48,6,1
23392,Switzerland,12.48,6,1
23635,United Kingdom,12.48,3,3
23336,EIRE,12.48,6,1
23511,Denmark,12.48,6,1
23348,RSA,12.48,6,1
23348,Hong Kong,12.48,6,1
23512,Germany,12.48,6,1
23512,USA,12.48,6,1
23514,Portugal,12.48,6,1
23512,Portugal,12.48,6,1
23084,Greece,12.48,6,1
23348,Italy,12.48,6,1
23242,Belgium,12.48,6,1
23514,USA,12.48,6,1
23025,France,12.48,6,1
23552,Portugal,12.48,6,1
23513,Switzerland,12.48,6,1
23654,United Kingdom,12.45,5,4
23129,France,12.45,3,1
23048,Cyprus,12.45,3,3
22210,Spain,12.45,15,2
84596g,United Kingdom,12.4,5,2
21084,Belgium,12.36,36,2
21883,Switzerland,12.36,36,2
23367,Portugal,12.35,19,3
23368,Portugal,12.35,19,3
90000C,United Kingdom,12.32,2,2
22057,Germany,12.2,20,2
22419,Netherlands,12.18,29,3
20801,Poland,12.0,16,1
16045,Belgium,12.0,100,1
90030B,Finland,12.0,12,2
44242A,United Kingdom,11.98,14,2
90145,EIRE,11.9,2,1
84575B,United Kingdom,11.9,2,2
22281,France,11.9,2,1
84620,Brazil,11.9,2,1
22281,Portugal,11.9,2,1
22786,Canada,11.9,2,1
84915,EIRE,11.9,2,1
21432,Poland,11.9,2,1
90211A,EIRE,11.9,2,1
84766,EIRE,11.9,2,1
84687,Finland,11.9,2,1
84533B,Unspecified,11.9,2,1
84820,Belgium,11.9,2,1
84843,Norway,11.9,2,1
21742,Germany,11.9,2,1
20679,Unspecified,11.9,2,2
21065,Unspecified,11.9,2,2
84687,EIRE,11.9,2,1
22926,Spain,11.9,2,1
72750B,Germany,11.9,2,1
84843,Italy,11.9,2,1
22926,Cyprus,11.9,2,1
22928,Greece,11.9,2,1
21441,France,11.9,14,2
21463,Belgium,11.9,2,1
21463,Spain,11.9,2,1
21259,Cyprus,11.9,2,1
22281,Greece,11.9,2,1
21432,Spain,11.9,2,1
84916,EIRE,11.9,2,1
84563A,EIRE,11.9,2,1
84687,Spain,11.9,2,1
21442,France,11.9,14,2
21259,Spain,11.9,2,1
78033,Germany,11.9,2,1
84520B,Portugal,11.9,14,2
84563A,Sweden,11.9,2,1
84563B,Sweden,11.9,2,1
84563B,EIRE,11.9,2,1
84906,Belgium,11.9,2,1
84767,EIRE,11.9,2,1
84843,Cyprus,11.9,2,1
85014B,Unspecified,11.9,2,1
90145,Belgium,11.9,2,1
84532B,EIRE,11.9,2,1
90145,Spain,11.9,2,1
84575B,Germany,11.9,2,1
22822,Germany,11.9,2,1
84859C,Sweden,11.9,2,1
84820,Norway,11.9,2,1
22927,Cyprus,11.9,2,1
22925,Cyprus,11.9,2,1
84576,Netherlands,11.9,2,1
22197,Cyprus,11.9,14,2
84843,Belgium,11.9,2,1
84820,Malta,11.9,2,1
21259,Greece,11.9,2,1
90000A,EIRE,11.9,2,1
90211B,EIRE,11.9,2,1
84563A,Italy,11.9,2,1
21463,Italy,11.9,2,1
84687,Greece,11.9,2,1
22722,Spain,11.85,3,1
22206,United Kingdom,11.82,14,10
23322,France,11.8,4,1
37444B,Bahrain,11.8,4,1
20889,EIRE,11.8,4,1
37342,Malta,11.8,4,1
21333,Unspecified,11.8,4,1
22698,Portugal,11.8,4,1
84563B,Switzerland,11.8,4,1
35965,Spain,11.8,4,1
37444C,Bahrain,11.8,4,1
72799F,Unspecified,11.8,4,1
85185E,United Kingdom,11.8,4,2
20896,EIRE,11.8,4,1
22904,USA,11.8,4,1
22364,Belgium,11.8,4,1
22360,Belgium,11.8,4,1
84563A,Hong Kong,11.8,4,1
22318,Spain,11.8,4,2
84563B,Hong Kong,11.8,4,1
37444A,Bahrain,11.8,4,1
16239,Spain,11.8,4,1
21333,France,11.8,4,1
22903,EIRE,11.8,4,1
85179a,United Kingdom,11.78,2,2
16236,Switzerland,11.76,56,2
22540,Unspecified,11.76,28,3
21650,France,11.72,52,3
22433,Finland,11.7,6,1
22432,Finland,11.7,6,1
22992,Spain,11.7,6,1
20886,France,11.7,6,1
47594B,Italy,11.7,6,1
20886,Germany,11.7,6,1
21156,USA,11.7,6,1
21394,Sweden,11.7,6,1
21460,EIRE,11.7,6,1
23451,Spain,11.7,6,1
23039,Austria,11.7,6,1
23244,Norway,11.7,6,1
22367,Unspecified,11.7,6,1
79029,Spain,11.7,6,1
40018E,Spain,11.7,6,1
84906,Hong Kong,11.7,6,1
22433,Hong Kong,11.7,6,1
21459,EIRE,11.7,6,1
85027L,Channel Islands,11.7,6,1
84741C,EIRE,11.7,6,1
35910B,Germany,11.7,6,1
22659,USA,11.7,6,1
21395,Sweden,11.7,6,1
23244,Sweden,11.7,6,1
35637C,Norway,11.7,6,1
84531A,United Arab Emirates,11.7,6,1
21395,EIRE,11.7,6,1
85028L,Channel Islands,11.7,6,1
22178,Switzerland,11.7,6,1
79029,Greece,11.7,6,1
84218,Germany,11.7,6,1
22306,Spain,11.7,6,1
84531B,United Arab Emirates,11.7,6,1
22432,Portugal,11.7,6,1
84218,EIRE,11.7,6,1
84218,France,11.7,6,1
62018,France,11.7,6,1
23244,Cyprus,11.7,6,1
62018,EIRE,11.7,6,1
47594A,Iceland,11.7,6,1
21394,Austria,11.7,6,1
20992,Spain,11.7,30,2
22431,Sweden,11.7,6,1
85027L,Germany,11.7,6,1
47348A,EIRE,11.7,6,1
47594A,Austria,11.7,6,1
35637A,Australia,11.7,6,1
22178,Norway,11.7,6,1
22131,Unspecified,11.7,6,1
22178,RSA,11.7,6,1
22432,Spain,11.7,6,1
47594B,Austria,11.7,6,1
22367,USA,11.7,6,2
21461,Germany,11.7,6,1
79029,Germany,11.7,6,1
22432,Iceland,11.7,6,1
23451,EIRE,11.7,6,1
22131,Switzerland,11.7,6,1
21394,Belgium,11.7,6,1
22432,Israel,11.7,6,1
22131,Iceland,11.7,6,1
23452,France,11.7,6,1
21156,Unspecified,11.7,6,1
22433,Austria,11.7,6,1
22433,Israel,11.7,6,1
22434,Unspecified,11.7,6,1
23452,EIRE,11.7,6,1
22178,Portugal,11.7,6,1
21822,Unspecified,11.7,6,1
84378,Unspecified,11.65,9,2
23605,United Kingdom,11.64,4,1
23608,United Kingdom,11.64,4,3
23282,France,11.62,14,2
37446,Bahrain,11.6,8,1
46000S,Switzerland,11.6,8,1
20957,Germany,11.6,8,1
37446,Austria,11.6,8,1
20957,Belgium,11.6,8,1
37446,Malta,11.6,8,1
23320,Spain,11.56,4,1
22553,Unspecified,11.55,7,1
20856,Austria,11.55,7,1
84548,Unspecified,11.55,7,1
20774,EIRE,11.55,7,2
85204,Cyprus,11.52,96,1
85204,Spain,11.52,96,1
23110,Greece,11.5,2,1
23110,Belgium,11.5,2,1
23110,Cyprus,11.5,2,1
23110,Norway,11.5,2,1
23110,Poland,11.5,2,1
84970L,Finland,11.4,12,1
35933,Norway,11.4,30,1
23145,Spain,11.4,12,1
84970L,Sweden,11.4,12,1
23145,Channel Islands,11.4,12,1
84970L,Cyprus,11.4,12,1
84970L,Spain,11.4,12,1
23145,Poland,11.4,12,1
23145,Finland,11.4,12,1
23145,Norway,11.4,12,1
23145,France,11.4,12,1
84692,Spain,11.34,27,3
47503A,France,11.29,17,4
90025B,United Kingdom,11.29,3,3
79070b,United Kingdom,11.26,1,1
21358,Spain,11.25,9,2
23502,Portugal,11.25,9,3
21912,Spain,11.25,3,1
84366,United Kingdom,11.25,3,3
90212C,EIRE,11.25,3,1
90212B,EIRE,11.25,3,1
84920,Israel,11.25,3,1
85183A,France,11.25,3,1
37477B,Spain,11.25,3,3
22592,Cyprus,11.25,3,1
22109,Spain,11.25,3,2
21745,Spain,11.25,3,2
20967,Portugal,11.25,3,1
21084,EIRE,11.07,51,3
35443,United Kingdom,11.05,13,9
85017A,Portugal,11.05,13,2
79066K,France,11.05,13,2
22907,Portugal,11.05,13,2
47590a,United Kingdom,11.02,1,1
20782,Switzerland,10.98,2,1
20781,Switzerland,10.98,2,1
20780,Norway,10.98,2,1
20783,Switzerland,10.98,2,1
20781,Saudi Arabia,10.98,2,1
21843,RSA,10.95,1,1
22531,Unspecified,10.92,26,2
22529,Unspecified,10.92,26,2
23000,France,10.92,26,2
23121,France,10.92,26,2
72785B,United Kingdom,10.9,9,3
20934,Spain,10.9,2,1
21375,France,10.9,2,1
47590A,Cyprus,10.9,2,1
85064,Belgium,10.9,2,1
17021,Iceland,10.8,36,1
23221,Germany,10.79,13,2
84762A,Italy,10.75,1,1
84762A,Belgium,10.75,1,1
84536b,United Kingdom,10.53,13,5
22048,Malta,10.5,25,1
21499,Cyprus,10.5,25,1
21497,Italy,10.5,25,1
22379,Austria,10.5,5,1
22038,Channel Islands,10.5,25,1
22045,Austria,10.5,25,1
22706,Austria,10.5,25,1
22959,Channel Islands,10.5,25,1
22710,Channel Islands,10.5,25,1
22959,United Arab Emirates,10.5,25,1
22986,Spain,10.5,25,1
21495,Belgium,10.5,25,1
22707,Belgium,10.5,25,1
22047,Switzerland,10.5,25,1
22380,Unspecified,10.5,5,1
22045,Iceland,10.5,25,1
23548,Belgium,10.5,25,1
23231,Israel,10.5,25,1
23546,Channel Islands,10.5,25,1
23548,Spain,10.5,25,1
23231,United Arab Emirates,10.5,25,1
23546,United Arab Emirates,10.5,25,1
22045,United Arab Emirates,10.5,25,1
22708,USA,10.5,25,1
16169E,Denmark,10.5,25,1
22381,RSA,10.5,5,1
84692,Denmark,10.5,25,1
16169K,Switzerland,10.5,25,1
23230,Cyprus,10.5,25,1
23546,Switzerland,10.5,25,1
23545,Italy,10.5,25,1
22704,Italy,10.5,25,1
22959,Switzerland,10.5,25,1
23233,Unspecified,10.5,25,1
21503,Unspecified,10.5,25,1
22986,Unspecified,10.5,25,1
22707,Spain,10.5,25,1
22051,Spain,10.5,25,1
22380,Lebanon,10.5,5,1
16156S,Denmark,10.5,25,1
21495,Spain,10.5,25,1
22040,Spain,10.5,25,1
22705,Canada,10.5,25,1
22046,Malta,10.5,25,1
23691,EIRE,10.5,25,1
21499,Unspecified,10.5,25,1
22052,Switzerland,10.5,25,1
23547,Denmark,10.5,25,1
16156L,Denmark,10.5,25,1
23232,Denmark,10.5,25,1
22048,Italy,10.5,25,1
22050,Belgium,10.5,25,1
21500,Sweden,10.5,25,1
16161P,Unspecified,10.5,25,1
22078,Portugal,10.5,5,1
22046,Denmark,10.5,25,1
16161U,Poland,10.5,25,1
22708,Sweden,10.5,25,1
16169E,Norway,10.5,25,1
22046,Finland,10.5,25,1
23546,Israel,10.5,25,1
16169N,EIRE,10.5,25,1
23231,Unspecified,10.5,25,1
16156L,Germany,10.5,25,1
22050,Austria,10.5,25,1
22051,Austria,10.5,25,1
23546,Unspecified,10.5,25,1
16156S,Nigeria,10.5,25,1
22052,Netherlands,10.5,25,1
16161M,Spain,10.5,25,1
21503,Austria,10.5,25,1
22707,Austria,10.5,25,1
22707,Channel Islands,10.5,25,1
21495,Channel Islands,10.5,25,1
22378,Greece,10.5,5,1
22705,Denmark,10.5,25,1
22038,Belgium,10.5,25,1
22704,Canada,10.5,25,1
22039,EIRE,10.5,25,1
22705,Italy,10.5,25,1
22986,United Arab Emirates,10.5,25,1
22050,United Arab Emirates,10.5,25,1
22706,Unspecified,10.5,25,1
22045,Unspecified,10.5,25,1
22710,Netherlands,10.5,25,1
21500,Denmark,10.5,25,1
22708,Finland,10.5,25,1
22704,Portugal,10.5,25,1
23547,Portugal,10.5,25,1
23549,Portugal,10.5,25,1
22378,Israel,10.5,5,1
22986,Israel,10.5,25,1
21497,France,10.5,25,1
23230,Switzerland,10.5,25,1
22046,USA,10.5,25,1
22048,USA,10.5,25,1
22047,Spain,10.5,25,1
16161P,Channel Islands,10.5,25,1
23549,EIRE,10.5,25,1
23692,United Kingdom,10.5,25,1
23545,Sweden,10.5,25,1
21496,Switzerland,10.5,25,1
22986,Switzerland,10.5,25,1
16156L,Canada,10.5,25,1
22959,Spain,10.5,25,1
22986,Channel Islands,10.5,25,1
21503,Switzerland,10.5,25,1
23550,EIRE,10.5,25,1
16169E,Portugal,10.5,25,1
22709,USA,10.5,25,1
22048,Germany,10.5,25,1
23548,Switzerland,10.5,25,1
21499,United Arab Emirates,10.5,25,1
21495,Switzerland,10.5,25,1
22959,Belgium,10.5,25,1
22710,Spain,10.5,25,1
22706,Belgium,10.5,25,1
22378,Austria,10.5,5,1
22379,Unspecified,10.5,5,1
22047,Unspecified,10.5,25,1
21500,Italy,10.5,25,1
22049,Channel Islands,10.5,25,1
22708,Denmark,10.5,25,1
17084G,United Kingdom,10.5,50,2
21498,Cyprus,10.5,25,1
16169K,France,10.5,25,1
22704,Spain,10.5,25,1
22047,Nigeria,10.5,25,1
16161U,Netherlands,10.5,25,1
84692,Unspecified,10.5,25,1
22381,Lebanon,10.5,5,1
22706,EIRE,10.5,25,1
22710,USA,10.5,25,1
16161P,Finland,10.5,25,1
21499,Finland,10.5,25,1
22986,Finland,10.5,25,1
23230,Finland,10.5,25,1
23692,EIRE,10.5,25,1
16169N,Spain,10.5,25,1
16169P,Spain,10.5,25,1
22706,Portugal,10.5,25,1
22046,Unspecified,10.5,25,1
22959,Portugal,10.5,25,1
22377,Portugal,10.5,5,1
22709,Belgium,10.5,25,1
22707,Denmark,10.5,25,1
23233,Denmark,10.5,25,1
16161P,Denmark,10.5,25,1
21499,Denmark,10.5,25,1
22051,Finland,10.5,25,1
22708,Israel,10.5,25,1
22045,Canada,10.5,25,1
23547,Spain,10.5,25,1
23545,Spain,10.5,25,1
21498,USA,10.5,25,1
22706,USA,10.5,25,1
22380,RSA,10.5,5,1
22052,Germany,10.5,25,1
84692,Belgium,10.5,25,1
22709,Cyprus,10.5,25,1
22708,Switzerland,10.5,25,1
21499,Italy,10.5,25,1
22045,Sweden,10.5,25,1
22046,Netherlands,10.5,25,1
21500,United Arab Emirates,10.5,25,1
23231,Canada,10.5,25,1
22381,Unspecified,10.5,5,1
16161U,Unspecified,10.5,25,1
22711,Unspecified,10.5,25,1
22048,Unspecified,10.5,25,1
16156L,Belgium,10.5,25,1
16156S,Belgium,10.5,25,1
23231,Sweden,10.5,25,1
21497,Unspecified,10.5,25,1
90040A,EIRE,10.5,3,1
22541,Unspecified,10.5,25,2
16156L,Spain,10.5,25,1
22381,Cyprus,10.5,5,1
22711,Spain,10.5,25,1
22706,France,10.5,25,1
90040D,EIRE,10.5,3,1
23232,Unspecified,10.5,25,1
22664,Italy,10.5,5,1
22379,Sweden,10.5,5,1
21500,Austria,10.5,25,1
20752,Portugal,10.5,5,2
22052,Portugal,10.5,25,1
16169D,France,10.5,25,1
22709,Iceland,10.5,25,1
22986,Canada,10.5,25,1
23230,Portugal,10.5,25,1
21500,Unspecified,10.5,25,1
23000,Switzerland,10.5,25,2
23545,Austria,10.5,25,1
23550,Switzerland,10.5,25,1
23231,Poland,10.5,25,1
22710,Poland,10.5,25,1
21500,Cyprus,10.5,25,1
22378,Korea,10.5,5,1
21497,Austria,10.5,25,1
22046,Channel Islands,10.5,25,1
22711,Channel Islands,10.5,25,1
22706,Finland,10.5,25,1
22052,Finland,10.5,25,1
16161P,Canada,10.5,25,1
22985,Spain,10.5,25,1
22985,Unspecified,10.5,25,1
22708,Belgium,10.5,25,1
16156S,United Arab Emirates,10.5,25,1
22050,EIRE,10.5,25,1
22052,Italy,10.5,25,1
16169A,United Kingdom,10.5,25,1
22379,Finland,10.5,5,1
22377,Finland,10.5,5,1
22705,Belgium,10.5,25,1
22705,Netherlands,10.5,25,1
23546,Denmark,10.5,25,1
21498,Denmark,10.5,25,1
22045,Finland,10.5,25,1
22959,Malta,10.5,25,1
22377,Poland,10.5,5,1
23545,Channel Islands,10.5,25,1
22986,Portugal,10.5,25,1
90040B,EIRE,10.5,3,1
23230,Sweden,10.5,25,1
21499,Sweden,10.5,25,1
16169E,Switzerland,10.5,25,1
23549,Channel Islands,10.5,25,1
22996,France,10.5,25,2
22704,Channel Islands,10.5,25,1
21497,Switzerland,10.5,25,1
23231,Italy,10.5,25,1
22048,Australia,10.5,25,1
22377,Italy,10.5,5,1
22051,EIRE,10.5,25,1
16169G,United Kingdom,10.5,25,1
16169C,France,10.5,25,1
16053,EIRE,10.5,50,1
21495,Portugal,10.5,25,1
22050,USA,10.5,25,1
22048,Switzerland,10.5,25,1
23545,Switzerland,10.5,25,1
22710,Italy,10.5,25,1
16161P,USA,10.5,25,1
16156S,Switzerland,10.5,25,1
23549,Switzerland,10.5,25,1
21499,USA,10.5,25,1
22050,Germany,10.5,25,1
16169E,Australia,10.5,25,1
23548,Germany,10.5,25,1
22664,Portugal,10.5,5,1
16161U,Australia,10.5,25,1
22664,Sweden,10.5,5,1
23231,Finland,10.5,25,1
17001,EIRE,10.44,36,1
17003,Switzerland,10.44,36,1
22755,Spain,10.41,13,2
23366,EIRE,10.4,16,1
23367,Finland,10.4,16,1
23368,Belgium,10.4,16,1
84535B,Sweden,10.4,16,1
84535B,Canada,10.4,16,1
84535B,Germany,10.4,16,1
84535B,EIRE,10.4,16,1
23367,Norway,10.4,16,1
84535B,Italy,10.4,16,1
84535B,Norway,10.4,16,1
23366,Norway,10.4,16,1
23142,Channel Islands,10.4,1,1
23367,USA,10.4,16,1
