stock_code,description,revenue,quantity,transactions,countries
84559b,3D SHEET OF CAT STICKERS,55.23,33,26,1
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,55.12,13,10,3
85151,WELCOME METAL SIGN,55.0,44,8,1
72798C,SET/4 GARDEN ROSE DINNER CANDLE,54.76,29,16,1
90135A,ORANGE/FUSCHIA STONES NECKLACE,54.62,11,4,2
90142D,MOP PENDANT SHELL NECKLACE,54.59,11,5,1
90043,COPPER AND BRASS BAG CHARM,54.51,10,6,1
20953,PORCELAIN CHERUB BELL LARGE,54.45,33,9,2
90084,PINK CRYSTAL GUITAR PHONE CHARM,54.4,64,9,1
20870,OPULENT VELVET CANDLE IN BOX,54.3,30,8,1
84402B,PURPLE DRESS JEWELLERY STAND,54.09,63,5,2
84660a,WHITE STITCHED WALL CLOCK,52.7,7,5,1
84845C,CARNATION SQUARE HANDY TIN,52.5,42,14,1
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,51.66,19,14,1
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,51.55,31,19,3
84951b,S/4 BLACK LOVEBIRD COASTERS,51.26,10,5,1
84845D,GERANIUM SQUARE HANDY TIN,51.25,41,11,2
90128A,PINK LEAVES AND BEADS PHONE CHARM,51.22,34,12,2
35071,ASSORTED SANTA CHRISTMAS DECORATION,51.14,50,7,2
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,51.0,20,4,1
20964,POLYESTER FILLER PAD 60x40cm,51.0,20,6,2
84968b,SET OF 16 VINTAGE IVORY CUTLERY,50.98,2,2,1
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,50.98,2,2,1
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,50.94,12,11,1
85069,CREAM SWEETHEART DOUBLE SHELF,50.85,3,1,1
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,50.82,6,6,1
85124a,PINK JUICY FRUIT PHOTO FRAME,50.6,10,9,1
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,50.46,48,26,1
72083A,STRAWBERY SWIRL FLARE CANDLE,50.4,24,7,1
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,50.06,10,5,2
23603,SET 10 CARD KRAFT REINDEER 17084,49.8,20,14,1
72129,COLUMBIAN CANDLE ROUND ,49.76,75,19,1
37462E,"PET MUG, GOLDFISH",49.64,110,30,1
90052,CRACKED GLAZE NECKLACE BROWN,49.58,7,5,1
84537B,FAIRY CAKES GIFT BAG,49.14,117,11,1
35644,PAIR PINK/BLACK COATHANGERS,48.75,25,9,1
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,48.45,19,14,1
35603C,SET/16 WHITE SHINY & MATT BAUBLES,48.3,83,25,1
90054,CRACKED GLAZE EARRINGS RED,48.11,19,19,1
90083,CRYSTAL CZECH CROSS PHONE CHARM,48.08,52,15,1
84608,ORNATE EDWARDIAN CANDLE HOLDER,47.7,6,4,1
21347,GOTHIC CARRIAGE LANTERN,47.6,8,4,1
85081,PADDED HOLLY CHRISTMAS DECORATION ,47.43,107,25,1
35909B,PINK FLOWERS RABBIT EASTER,47.2,16,7,1
20895,VINTAGE NOTEBOOK FRENCH LETTER ,47.2,16,4,1
90067B,BROWN VINTAGE VICTORIAN EARRINGS,47.12,16,6,1
84227,HEN HOUSE W CHICK IN NEST,47.04,112,13,1
90181C,BLACK GLASS/SHELL/PEARL NECKLACE,46.93,5,5,1
84596f,SMALL MARSHMALLOWS PINK BOWL,46.89,19,14,1
20988,TRELLIS FLOWER CHOPSTICKS SET/5,46.8,24,9,1
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,1,1
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,46.6,11,10,1
84705F,RED PEONY PHOTO FRAME ,46.5,10,7,1
16050,TEATIME PENCIL WITH RUBBER,46.45,151,8,1
47341A,FUSCHIA TABLE RUN FLOWER ,46.25,29,7,3
72024U,LILAC VOTIVE CANDLE,46.2,220,11,1
85132c,CHARLIE AND LOLA FIGURES TINS,46.1,4,4,1
84626,CANDY STRIPE ROSE QUILT,45.95,1,1,1
35611B,BLACK ASSORTED DROPLET DECORATION,45.76,62,4,2
35809a,ENAMEL PINK TEA CONTAINER,45.75,11,11,1
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,45.0,36,11,1
35233,PASTA ENAMEL/BRASS CONTAINER,45.0,12,10,1
16161C,WRAP SPEED DEMONS ,45.0,450,2,1
23625,SET 6 CARDS SPARKLY REINDEER 17262,44.91,9,4,1
21685,MEDINA STAMPED METAL TRAY ,44.85,3,2,1
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,44.75,9,3,1
72796B,S/3 FRENCH VANILLA SQU CANDLE,44.55,27,13,1
90197D,AMBER GLASS BRACELET HEART CHARMS,44.55,9,4,1
79066k,RETRO MOD TRAY,44.37,27,17,1
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,44.28,15,15,1
35085E,IVORY ROSE LAMPSHADE ,44.25,39,9,1
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",44.25,15,9,1
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,44.19,18,17,1
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",43.94,95,3,1
17014C,ORIGAMI LAVENDER INCENSE CONES,43.75,97,2,1
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,235,14,2
90042B,FRESHWATER PEARL BRACELET PINK,43.35,17,6,1
35822P,"ACRYLIC BEAD CHAIN, PINK",43.32,114,1,1
23038,T-LIGHT HOLDER SILVER SAUCER,42.92,44,8,1
84993a,75 GREEN PETIT FOUR CASES,42.71,51,30,1
21596,Hypochondriac Pill Stress Ball,42.64,10,9,1
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,42.5,5,4,1
90126C,AMBER BERTIE MOBILE PHONE CHARM,42.1,21,5,2
72771C,BLACK FLOCK GOLD CANDLE,42.08,54,6,1
20860,GOLD COSMETICS BAG WITH BUTTERFLY,42.0,20,11,1
15060b,FAIRY CAKE DESIGN UMBRELLA,41.81,5,5,1
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,41.65,7,4,1
90060C,FIRE POLISHED GLASS NECKL SILVER,41.65,7,3,1
90060B,FIRE POLISHED GLASS NECKL GOLD,41.65,7,5,1
84611B,BLACK NEW BAROQUE FLOCK BOX,41.65,7,4,1
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,41.3,14,7,1
23448,CREAM BUNNY EASTER EGG BASKET,41.25,25,3,1
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,41.21,7,6,1
90027C,GLASS BEAD HOOP EARRINGS GREEN,41.17,14,12,1
18096c,WHITE ROUND PORCELAIN TLIGHT HOLDER,41.14,8,6,1
21119,Glow In The Dark Shot Glasses ,41.01,3,3,1
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,40.8,16,3,1
44228,CANNABIS LEAF BEAD CURTAIN,40.8,48,3,1
90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,40.72,8,8,1
47013C,WINE BOTTLE DRESSING DARK BLUE,40.52,147,28,1
90136,PALE PINK/AMETHYST STONE NECKLACE,40.47,4,3,1
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,40.34,7,7,1
37468,HARDMAN MUG 3 ASSORTED,40.2,66,15,1
20994,JAZZ HEARTS SPIRAL NOTEPAD,39.95,47,12,1
47013A,WINE BOTTLE DRESSING LT.BLUE,39.87,141,25,1
79065A,TEATIME ROUND CAKE TINS ,39.8,4,1,1
35963,FOLKART ZINC CLIP ON ANGEL WINGS,39.52,104,16,1
90214F,"LETTER ""F"" BLING KEY RING",39.23,47,30,1
82545A,COGNAC AUX OEUFS METAL 1 HOOK,38.75,31,11,1
47567b,TEA TIME KITCHEN APRON,38.72,3,3,1
90130D,RED STONE/CRYSTAL EARRINGS,38.31,13,8,1
90027B,GLASS BEAD HOOP EARRINGS MONTANA,38.28,13,10,1
90183C,BLACK DROP EARRINGS W LONG BEADS,38.12,13,13,1
47518f,ICON PLACEMAT POP ART ELVIS,37.75,9,9,1
90176B,DIAMANTE NECKLACE BLACK ,37.62,5,4,1
85115B,S/4 BLACK DISCO PARTITION PANEL,37.62,6,2,1
90039A,FIRE POLISHED GLASS BRACELET RED,37.61,10,5,1
37112,YELLOW BIRDS FELT DES FOODCOVER,37.5,10,6,1
79413,GLASS WINE GLASS DECORATIONS,37.5,30,9,1
84509b,SET OF 4 FAIRY CAKE PLACEMATS,37.3,5,4,1
90126A,PINK BERTIE MOBILE PHONE CHARM,37.14,20,6,2
84251J,"GREETING CARD, THE BLACK CAT",37.04,74,17,2
72715,SPHERICAL IVORY CANDLE ,36.96,88,13,1
16162M,THE KING GIFT BAG 25x24x12cm,36.96,88,13,1
17014E,ORIGAMI OPIUM INCENSE CONES,36.6,95,6,2
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,36.33,7,5,2
90037D,TINY CRYSTALS BRACELET BLACK,35.87,14,8,1
37348,SET OF 4 PASTEL STACKING MUGS,35.7,14,7,1
84745B,BLUE HANGING GINGHAM EASTER HEN,35.7,85,20,1
85184c,S/4 VALENTINE DECOUPAGE HEART BOX,35.35,6,6,1
79063D,"RETRO PILL BOX , REVOLUTIONARY",35.33,190,12,1
90011C,GREEN CRYSTAL DROP EARRINGS,35.33,12,7,1
84510e,SET OF 4 GREEN CAROUSEL COASTERS,35.09,14,6,1
82613b,"METAL SIGN,CUPCAKE SINGLE HOOK",35.04,14,11,1
DCGS0058,MISO PRETTY  GUM,34.82,42,30,1
84868B,BLUE BABY BOY'S MEMORY BOX,34.75,5,4,1
37482p,CUBIC MUG PINK POLKA DOT,34.7,2,2,1
84546,CROCHET POODLE KEYRING,34.65,21,3,3
90081B,LILY BROOCH WHITE/SILVER COLOUR,34.65,7,3,1
35955,SMALL FOLKART CHRISTMAS TREE DEC,34.62,135,5,1
44265,M/COLOUR POM-POM CURTAIN,34.0,8,4,1
21120,*Boombox Ipod Classic,33.96,2,2,1
85035a,GARDENIA 3 WICK MORRIS BOXED CANDLE,33.88,4,4,1
90066A,PINK VINTAGE VICTORIAN CHOKER,33.75,5,2,1
47591b,SCOTTIES CHILDRENS APRON,33.6,8,4,1
84456,SET OF 3 RABBIT EGG EASTER,33.15,37,16,1
85079,EMBROIDERED REINDEER DECORATION,33.1,24,10,1
90076,MONTANA DIAMOND CLUSTER EARRINGS,33.0,12,7,2
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,32.63,13,10,1
DCGS0003,BOXED GLASS ASHTRAY,32.59,13,13,1
82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",32.48,13,12,1
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,32.37,39,18,1
90214V,"LETTER ""V"" BLING KEY RING",32.33,41,27,1
90214O,"LETTER ""O"" BLING KEY RING",32.27,37,19,1
23632,SET 10 CARDS CHEERFUL ROBIN 17065,31.2,15,10,1
78034B,BLUE NETTING STORAGE HANGER,31.2,16,11,1
84745A,PINK HANGING GINGHAM EASTER HEN,31.08,74,19,1
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,30.81,47,22,1
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,30.66,61,17,2
21919,Electronic Talking Breath-A-Loser,30.47,6,5,1
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,30.23,8,8,1
18010,ASSORTED FRAGRANCE BATH CONFETTI,30.16,64,9,1
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,30.08,14,8,1
47563B,WAVELINE SURF IRONING BOARD COVER,30.0,8,6,1
84876C,SILVER HEART COMPACT MIRROR,30.0,8,5,1
90176E,DIAMANTE NECKLACE GREEN,29.98,4,3,1
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,29.96,29,14,1
21767,FRENCH STYLE WIRE DOOR CABINET ,29.95,1,1,1
78056,CAMOUFLAGE BACKPACK ON WHEELS,29.85,3,2,1
22351,DOTCOMGIFTSHOP TEA TOWEL,29.81,15,3,1
84985a,SET OF 72 GREEN PAPER DOILIES,29.8,10,8,1
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,29.75,35,15,1
35598A,DUSTY PINK CHRISTMAS TREE 60CM,29.5,10,3,1
90027A,GLASS BEAD HOOP EARRINGS BLACK,29.48,10,7,1
46776f,WOVEN ROSE GARDEN CUSHION COVER ,28.91,7,1,1
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,28.56,68,18,1
21097,SET/6 GREEN SPRING  PAPER PLATE,28.05,33,8,1
90053,CRACKED GLAZE EARRINGS IVORY,27.78,11,11,1
17091F,SANDALWOOD INCENSE IN TIN,27.71,19,8,1
90128C,GREEN LEAVES AND BEADS PHONE CHARM,27.55,18,7,2
90128B,BLUE LEAVES AND BEADS PHONE CHARM,27.52,20,8,2
23613,SET 10 XMAS CARDS & BADGES 17070,27.39,11,6,1
23637,SET 10 CARDS OUT OF ORDER 17216,27.39,11,9,1
84867b,BLUE BABY BOY'S PHOTO ALBUM,27.14,2,1,1
90187A,BLUE DROP EARRINGS W BEAD CLUSTER,27.04,8,7,1
23702,High Resolution Image,27.0,4,3,2
17013F,ORIGAMI SANDLEWOOD INCENSE IN TUBE,26.7,62,5,2
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,26.5,7,7,1
90214Y,"LETTER ""Y"" BLING KEY RING",26.19,69,11,1
23636,SET 10 CARDS WISHING TREE 17116,26.19,9,7,1
90182A,AMBER 3 BEAD DROP EARRINGS,26.16,9,9,1
10124A,SPOTS ON RED BOOKCOVER TAPE,26.04,62,19,1
85164b,BLACK BAROQUE CUCKOO CLOCK,26.04,1,1,1
90041,PEARL AND CHERRY QUARTZ BRACLET,25.67,7,6,1
20954,*USB Office Mirror Ball,25.59,3,3,1
90142A,GREEN PENDANT SHELL NECKLACE,25.45,5,4,1
DCGS0070,CAMOUFLAGE DOG COLLAR,25.44,2,2,1
85035c,ROSE 3 WICK MORRIS BOX CANDLE,25.41,3,3,1
85036b,CHOCOLATE 1 WICK MORRIS BOX CANDLE,25.41,3,3,1
47552A,DOTS IRONING BOARD COVER,25.35,13,12,1
90055,CRACKED GLAZE EARRINGS BROWN,25.28,10,10,1
35597D,PINK/WHITE CHRISTMAS TREE 30CM,25.28,58,8,1
21594,Dr. Jam's Arouzer Stress Ball,25.27,6,6,1
72801g,S/4 BURGUNDY WINE DINNER CANDLES,25.1,10,3,1
35591T,TURQUOISE CHRISTMAS TREE ,25.0,20,11,1
23620,SET 10 CARDS PERFECT POST 17090,24.9,10,7,1
85034a,3 GARDENIA MORRIS BOXED CANDLES,24.87,3,3,1
84550,CROCHET LILAC/RED BEAR KEYRING,24.75,15,5,1
35633B,BLUE TINSEL GARLAND ,24.7,130,12,1
35596,WOOD XMAS TREE 9 FIG SHELVES,24.65,29,4,1
84450A,PINK RABBIT SITTING EASTER,24.18,52,5,2
37494a,FAIRY CAKE CERAMIC BUTTER DISH,24.16,4,3,1
84575B,BROWN DOG CANNISTER W BONE,23.8,4,3,2
79302m,"ART LIGHTS,FUNK MONKEY",23.77,4,4,1
90128D,PURPLE LEAVES AND BEADS PHONE CHAR,23.75,14,8,1
17014F,ORIGAMI SANDLEWOOD INCENSE CONES,23.7,61,4,2
47556b,TEA TIME TEA TOWELS ,23.64,4,4,1
90011E,AMBER CRYSTAL DROP EARRINGS,23.61,8,8,1
85040b,SET/4 BLUE FLOWER CANDLES IN BOWL,23.52,7,3,1
23623,SET 10 CARD CHRISTMAS WELCOME 17112,23.28,8,6,1
90095,NECKLACE+BRACELET SET PINK BLOSSOM,22.91,8,3,1
90025C,BAROQUE BUTTERFLY EARRINGS GREEN,22.56,6,6,1
90189B,GOLD 2 STRAND NECKLACE-LEAF CHARMS,22.5,3,2,1
85225,BLING KEY RING STAND,22.5,19,11,1
37477C,"FLOWER FAIRY MUG+COASTER,ROSE",22.5,6,1,1
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,22.41,9,4,1
23640,SET 10 CARDS SCOTTIE DOG 17211,22.41,9,8,1
90214Z,"LETTER ""Z"" BLING KEY RING",22.34,32,19,1
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,21.5,18,2,1
84387A,BIRD ON BRANCH CANVAS SCREEN,21.45,11,1,1
44092C,PURPLE/COPPER HANGING LAMPSHADE,21.25,25,12,1
21387,IVORY HANGING DECORATION  RABBIT,21.25,25,4,1
23692,WRAP A PRETTY THANK YOU,21.0,50,2,2
35603B,S/16 BLACK SHINY/MAT BAUBLES,21.0,50,2,1
DCGS0072,CAT CAMOUFLAGUE COLLAR,20.68,4,3,1
46776a,WOVEN BUBBLE GUM CUSHION COVER,20.65,5,1,1
10002R,ROBOT PENCIL SHARPNER,20.57,4,3,1
79172D,PURPLE TINT ACRYLIC FLOWER VASE,20.4,24,4,1
85232a,SET/3 POLKA DOT STACKING TINS,20.34,2,2,1
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,19.97,25,12,1
90082C,DIAMANTE BOW BROOCH WHITE COLOUR,19.93,3,3,1
23646,SET 10 CARDS JINGLE BELLS 16957,19.92,8,5,1
90127A,PINK BEADS+HAND PHONE CHARM,19.92,14,2,1
23616,SET 10 CARDS JINGLE BELLS 17217,19.92,8,7,1
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,19.92,8,4,1
84570B,WHITE SATIN DRESS JEWEL STAND,19.8,4,2,1
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,19.77,31,5,1
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,19.72,68,2,1
20680,PINK FLOWERS CHILDS UMBRELLA,19.5,6,5,1
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",19.4,52,4,1
81950V,FLOWER PURPLE CLOCK W/SUCKER,19.09,33,12,1
84030B,KNITTED POM POM HOT WATER BOTTLE,18.75,5,3,1
90025D,BAROQUE BUTTERFLY EARRINGS PINK,18.69,5,5,1
84732B,CUTE BIRD CEATURE SCREEN,18.48,28,6,1
84311,CAMOFLAGE CUSHION COVER,18.15,11,1,1
72796A,S/3 ENGLISH LAVENDER SQU CANDLE,18.15,11,6,1
84986b,SET OF 36 SILVER PAPER DOILIES,17.88,6,5,1
71050,SMALL SINGLE FLAME CANDLE HOLDER,17.85,51,8,1
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,17.85,7,4,1
84614C,BLUE BAROQUE FLOCK CANDLE HOLDER,17.85,3,1,1
72801e,S/4 FESTIVE GREEN DINNER CANDLES,17.57,7,4,1
90182B,AMETHYST 3 BEAD DROP EARRINGS,17.53,6,6,1
23627,SET 10 CARDS XMAS GRAPHIC  17218,17.43,7,2,1
90077,BLACK DIAMOND CLUSTER EARRINGS,17.36,6,6,1
37482b,CUBIC MUG BLUE POLKA DOT,17.35,1,1,1
DCGS0066N,NAVY CUDDLES DOG HOODIE,17.3,2,2,1
84796b,BLUE SAVANNAH PICNIC HAMPER FOR 2,17.12,2,2,1
DCGS0068,DOGS NIGHT COLLAR,17.12,2,2,1
84993b,75 BLACK PETIT FOUR CASES,16.99,20,13,1
72803b,OCEAN SCENT CANDLE JEWELLED DRAWER,16.94,2,2,1
72805,VANILLA CANDLE IN EMBOSSED ZINC POT,16.9,10,3,1
47591c,BLUE FAIRY CAKE CHILD'S APRON,16.84,4,3,1
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,16.8,40,13,1
21511,VINTAGE COLLAGE  GREETING  CARD ,16.8,40,2,1
72785A,S/4 CONTEMPORY PINK ROSEBUD CANDLES,16.8,8,4,1
23644,SET 10 CARDS CHRISTMAS TREE 16955,16.65,5,5,1
84031a,CHARLIE+LOLA RED HOT WATER BOTTLE ,16.63,1,1,1
84031b,CHARLIE LOLA BLUE HOT WATER BOTTLE ,16.63,1,1,1
85036a,GARDENIA 1 WICK MORRIS BOXED CANDLE,16.58,2,1,1
10124G,ARMY CAMO BOOKCOVER TAPE,16.38,38,11,1
85160b,BLACK BIRD GARDEN DESIGN MUG,16.13,1,1,1
47503J ,SET/3 FLORAL GARDEN TOOLS IN BAG,16.13,1,1,1
90102,WHITE FRANGIPANI HAIR CLIP,16.11,19,4,1
62074B,ELEPHANT CLIP W SUCTION CUP,15.96,38,13,1
84630,FLOWERS AND BIRDS WALL PLAQUE,15.9,2,1,1
84250M,"GREETING CARD, BLACKPOOL ROCK",15.9,28,13,2
35932,PINK CHRISTMAS TREE DECORATION,15.63,37,10,1
84912a,PINK ROSE WASHBAG,15.56,2,1,1
21560,TOADSTOOL  LUNCHBOX WITH CUTLERY,15.44,4,4,1
21853,GUMBALL CUSTOM CARS TOP TRUMPS GAME,15.4,3,3,1
37481,CUBIC MUG TEATIME CAKES,15.3,6,1,1
84509e,SET OF 4 CAROUSEL PLACEMATS ,15.24,2,1,1
85124c,GREEN JUICY FRUIT PHOTO FRAME,15.18,3,2,1
17174,ASSTD RASTA KEY-CHAINS,15.12,36,7,3
m,Manual,15.05,5,5,1
84206A,3 BLACK CATS W HEARTS BLANK CARD,15.01,79,10,2
90068,"RUBY GLASS NECKLACE 42""",15.0,2,2,1
23449,SET OF 6 EASTER RAINBOW CHICKS,15.0,12,1,1
21475,SWEETHEART CREAM STEEL FOLDIN CHAIR,14.95,1,1,1
23621,SET 10 CARDS DAVID'S MADONNA 17074,14.94,6,4,1
84509g,SET OF 4 FAIRY CAKE PLACEMATS ,14.92,2,2,1
84567,FROSTED GLASS WITH SILVER SURROUND,14.85,9,1,1
35650,VINTAGE BEAD PINK JEWEL STAND,14.85,3,3,1
90011D,PURPLE CRYSTAL DROP EARRINGS,14.75,5,5,1
SP1002,KID'S CHALKBOARD/EASEL,14.75,5,2,1
23634,SET 10 CARDS XMAS CHOIR 17068,14.55,5,5,1
84868A,PINK BABY GIRL'S MEMORY BOX,13.9,2,2,1
21852,EMPIRE TEDDY,13.9,2,2,1
84406b,CREAM CUPID HEARTS COAT HANGER,13.82,2,2,1
35597A,DUSTY PINK CHRISTMAS TREE 30CM,13.75,11,5,1
16245A,PINK MINI STATIONERY SET W CASE,13.75,11,7,1
35936,CERISE+GOLD CHRISTMAS TREE DEC,13.68,36,9,1
84814B,RHOMBUS CRYSTAL PERFUME BOTTLE,13.65,7,3,1
35443,RASTA IN BATH W SPLIFF ASHTRAY,13.6,16,10,2
84867a,PINK BABY GIRLS PHOTO ALBUM,13.57,1,1,1
79342b,BROWN FLOWER LIGHTS,13.57,1,1,1
21525,BEWARE OF THE CAT DOORMAT,13.5,2,2,1
79149B,SILICON STAR BULB  BLUE,13.44,32,14,1
85039b,S/4 IVORY MINI ROSE CANDLE IN BOWL,13.44,4,1,1
62097B,BLUE STRIPES SHOULDER BAG,13.37,11,4,1
23639,SET 10 CARDS MAGICAL TREE 17086,13.32,4,4,1
23607,SET 10 CARDS HATS & STOCKINGS 17081,13.28,8,7,1
85159b,"WHITE TEA,COFFEE,SUGAR JARS",13.0,1,1,1
35004s,SET OF 3 SILVER FLYING DUCKS,13.0,1,1,1
16192,PINK BALLET OPENING CUBE BOX ,12.9,3,1,1
84989b,75 BLACK FAIRY CAKE CASES,12.8,10,6,1
84247J,PACK/12 RUSSIAN DOLL CARDS,12.78,10,9,1
84648,NEW BAROQUE WALL MIRROR,12.75,1,1,1
85083,KISS REINDEER SCANDINAVIAN STOCKING,12.75,5,2,1
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,12.75,15,6,1
72752B,"F.FAIRY,CANDLE IN GLASS,LAVENDER",12.75,3,2,1
21772,VINTAGE METAL CAKE STAND CREAM ,12.75,1,1,1
20812,EMBOSSED FLOWER TRELLIS PHOTO FRAME,12.75,5,3,1
DCGS0037,KEY-RING CORKSCREW,12.72,1,1,1
DCGS0075,CAMOUFLAGUE DOG LEAD,12.72,1,1,1
85157,SET OF 2 CHESTS CHOCOLAT AU LAIT,12.72,1,1,1
35004p,SET OF 3 PINK FLYING DUCKS,12.72,1,1,1
35751C,PURPLE CURRENT CANDLE RING,12.61,31,2,2
51012L,"FEATHER DUSTER, LIGHT PINK",12.5,10,6,1
35918B,BLUE FLORIBUNDA EGG WARMER,12.5,10,5,1
84743C,ORANGE FELT VASE + FLOWERS,12.5,10,6,1
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,12.48,3,3,1
23654,SET 10 CARD SNOWMAN 16965,12.45,5,4,1
84596g,SMALL CHOCOLATES PINK BOWL,12.4,5,2,1
90000C,OPAL WHITE/SILVER FLOWER NECKLACE,12.32,2,2,1
44242A,LILAC FEATHERS CURTAIN,11.98,14,2,1
22206,"MUG , DOTCOMGIFTSHOP.COM ",11.82,14,10,1
85185E,DUCK SOCK PUPPET,11.8,4,2,1
85179a,GREEN BITTY LIGHT CHAIN,11.78,2,2,1
23608,SET 10 CARDS RUDOLPHS NOSE 17097,11.64,4,3,1
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,11.64,4,1,1
90025B,BAROQUE BUTTERFLY EARRINGS RED,11.29,3,3,1
79070b,ENGLISH ROSE SQUARE CAKE TINS,11.26,1,1,1
84366,VENDETTA CANVAS PICTURE,11.25,3,3,1
17011B,ORIGAMI JASMINE INCENSE+FLOWER ,11.1,19,2,2
47590a,BLUE HAPPY BIRTHDAY BUNTING,11.02,1,1,1
72785B,S/4 CONTEMPORY RED ROSEBUD CANDLES,10.9,9,3,1
84732D,CUTE RABBIT CEATURE SCREEN ,10.89,15,6,2
84536b,FAIRY CAKES NOTEBOOK A7 SIZE,10.53,13,5,1
16169A,WRAP CHRISTMAS DECOUPAGE,10.5,25,1,1
17084G,MOON INCENSE,10.5,50,2,1
21496,WOODLAND CREATURES  WRAP,10.5,25,1,1
16169G,WRAP ROMANTIC DECOUPAGE,10.5,25,1,1
85124b,BLUE JUICY FRUIT PHOTO FRAME,10.23,2,2,1
21858,HIGH SCHOOL MUSICAL 3 TOP TRUMPS ,10.23,2,2,1
21857,STAR WARS TOP TRUMPS GAME,10.23,2,2,1
20939,ORANGE CANDLE,10.2,12,1,1
90214W,"LETTER ""W"" BLING KEY RING",10.17,19,8,1
85232d,SET/3 DECOUPAGE STACKING TINS,10.17,1,1,1
84661c,PINK SQUARE TABLE CLOCK,10.12,2,2,1
84661a,WHITE SQUARE TABLE CLOCK,10.02,2,2,1
23619,SET 10 CARDS POINSETTIA 17093,9.96,4,2,1
23650,SET 10 CARDS FILIGREE BAUBLE 16961,9.96,4,4,1
23624,SET 10 CARD PERFECT NATIVITY 17089,9.96,4,4,1
23615,SET 10 CARDS PRINTED GRAPHIC 17219,9.96,4,4,1
84971s,SMALL HEART FLOWERS HOOK ,9.96,6,3,1
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,9.96,6,5,1
85049b,LUSH GREENS RIBBONS,9.94,4,3,1
85231g,ORANGE SCENTED SET/9 T-LIGHTS,9.78,6,6,1
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,9.57,33,6,1
20822,SILVER WINE GOBLET,9.3,2,1,1
72708,SCULPTED ROUND IVORY CANDLE ,9.24,44,5,2
23441,HAND PAINTED HANGING EASTER EGG,9.24,22,3,1
90184c,BLACK CHUNKY BEAD BRACELET W STRAP,9.15,1,1,1
62097A,PINK STRIPES SHOULDER BAG,8.85,3,3,1
18098B,BLUE PORCELAIN B'FLY OIL BURNER,8.85,3,3,1
35598C,WHITE CHRISTMAS TREE 60CM,8.85,3,3,1
20882,MODERN CHRISTMAS TREE CANDLE,8.85,3,2,1
71496B,A4 WALL TIDY RED FLOWERS,8.67,15,6,1
20739,*USB Office Glitter Lamp,8.65,1,1,1
21406,SPOTTY CAT DOORSTOP ,8.65,1,1,1
90013E,AMBER VINTAGE EARRINGS ,8.57,2,2,1
